BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,SALE PRICE,Id
1,UPPER WEST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1248,1, ,D4,"140 RIVERSIDE DRIVE, 9M", ,10024,0,0,0, -  , -  ,1939,990000,16990
1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,1047,1385, ,R4,333 WEST 56TH   STREET,5K,10019,1,0,1, -  , -  ,1931,715000,9431
3,BAY RIDGE,04 TAX CLASS 1 CONDOS                      ,1A,5928,1001, ,R3,228 74 STREET,1A,11209,1,0,1,0,0,0,625000,26030
2,PARKCHESTER,30 WAREHOUSES                              ,4,3910,122, ,E9,1541 BRONX RIVER AVENUE, ,10460,0,1,1,52500,22398,1957,10000000,22326
1,HARLEM-CENTRAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,1916,1295, ,R4,171 WEST 131 STREET,617,10027,1,0,1, -  , -  ,2013,699537,5357
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,31,1208, ,R4,75 WALL STREET,30F,10005,1,0,1, -  , -  ,1987,1475000,2405
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1513,1053, ,R4,171 EAST 84TH STREET,8F,10028,1,0,1, -  , -  ,1987,779000,14446
4,ASTORIA,10 COOPS - ELEVATOR APARTMENTS             ,2,557,3, ,D4,"21-80 33RD ROAD, 11D", ,11106,0,0,0, -  , -  ,1950,287630,50329
5,STAPLETON,29 COMMERCIAL GARAGES                      ,4,512,70, ,G1,58 SANDS STREET, ,10304,0,1,1,6375,3400,1984,1250000,82988
3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS                    ,1,1633,23, ,B3,842 QUINCY STREET, ,11221,2,0,2,2500,1250,1899,750000,26614
3,PROSPECT HEIGHTS,06 TAX CLASS 1 - OTHER                     ,1,1143,57, ,G0,576 CARLTON AVENUE, ,11238,0,0,0,2350,0,0,1650000,45318
4,HOWARD BEACH,09 COOPS - WALKUP APARTMENTS               ,2,11466,25, ,C6,"88-02 155TH AVENUE, 54", ,11414,0,0,0, -  , -  ,1958,220000,63373
4,JACKSON HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,1245,30, ,D4,"72-17 34TH AVENUE, 4G", ,11372,0,0,0, -  , -  ,1937,460000,63991
2,MORRISANIA/LONGWOOD,14 RENTALS - 4-10 UNIT                     ,2B,2999,24, ,S9,1452 BRYANT AVENUE, ,10459,5,3,8,2500,3300,1931,500000,21587
4,FLUSHING-NORTH,13 CONDOS - ELEVATOR APARTMENTS            ,2,5066,1826, ,R4,131-05 40TH   ROAD,16T,11354,1,0,1, -  , -  ,2015,520058,58390
1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1483,38, ,D4,"520 EAST 72ND STREET, 3J", ,10021,0,0,0, -  , -  ,1964,555000,12683
1,MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS            ,2,1343,1558, ,R4,301 EAST 50TH   STREET,PHB,10022,1,0,1, -  , -  ,2014,8800000,8497
3,BEDFORD STUYVESANT,14 RENTALS - 4-10 UNIT                     ,2A,1619,8, ,S3,241 MARCUS GARVEY BLVD, ,11221,3,1,4,1573,4720,1931,2675000,27611
5,GREAT KILLS,04 TAX CLASS 1 CONDOS                      ,1A,4633,1101, ,R3,3843 AMBOY ROAD,1A,10308,1,0,1, -  , -  ,2016,449000,78962
4,RICHMOND HILL,01 ONE FAMILY DWELLINGS                    ,1,9196,29, ,A5,85-54 107TH   STREET, ,11418,1,0,1,2060,1753,1910,580000,69955
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1552,1431, ,R4,389 EAST 89TH   STREET,26D,10128,1,0,1, -  , -  ,2002,1840691,14808
1,UPPER WEST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1248,22, ,D4,"309 WEST 86TH STREET, 12B", ,10024,0,0,0, -  , -  ,1927,2880000,17001
1,GRAMERCY,13 CONDOS - ELEVATOR APARTMENTS            ,2,879,1207, ,R4,148 EAST 24TH   STREET,3E,10010,1,0,1, -  , -  ,2009,716000,3427
3,BERGEN BEACH,13 CONDOS - ELEVATOR APARTMENTS            ,2,8374,1513, ,R4,1513 ROYCE STREET,3K,11234,1,0,1,0,0,0,530000,28641
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4863,70, ,B1,940 EAST 228 STREET, ,10466,2,0,2,5458,1274,1920,100000,25079
5,SOUTH BEACH,01 ONE FAMILY DWELLINGS                    ,1,3116,107, ,A9,131 ROBIN ROAD, ,10305,1,0,1,2343,1800,1987,405000,82655
1,MANHATTAN VALLEY,09 COOPS - WALKUP APARTMENTS               ,2,1844,24, ,C6,"11 WEST 108TH STREET, 34", ,10025,0,0,0, -  , -  ,1900,213200,7073
3,COBBLE HILL,03 THREE FAMILY DWELLINGS                  ,1,325,7, ,C0,353 CLINTON STREET, ,11231,3,0,3,1603,2912,1901,3299000,33517
3,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,1208,37, ,B2,1376 PACIFIC STREET, ,11216,2,0,2,1667,2630,1901,800000,34064
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,17,1269, ,R4,50 WEST STREET,22C,10006,1,0,1, -  , -  ,2014,5992401,2169
1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1404,14, ,D4,"129 EAST 69TH STREET, OFF1B", ,10021,0,0,0, -  , -  ,1916,965000,12098
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,875,25, ,D4,"82 IRVING PLACE, 1B", ,10003,0,0,0, -  , -  ,1950,550000,3141
4,LAURELTON,01 ONE FAMILY DWELLINGS                    ,1,12931,51, ,A2,131-69 221ST STREET, ,11413,1,0,1,4500,1063,1950,325000,65586
1,UPPER EAST SIDE (59-79),07 RENTALS - WALKUP APARTMENTS             ,2B,1450,22, ,C7,339 EAST 75TH   STREET, ,10021,8,1,9,2377,8370,1910,9800000,11738
3,WILLIAMSBURG-CENTRAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,2263,1739, ,R4,505 FLUSHING AVENUE,6D,11205,1,0,1,0,0,2010,600000,47723
4,ROSEDALE,03 THREE FAMILY DWELLINGS                  ,1,13921,105, ,C0,20 1ST STREET, ,11422,3,0,3,3072,1232,1905,499000,71661
5,SOUTH BEACH,02 TWO FAMILY DWELLINGS                    ,1,3282,73, ,B1,126 PIAVE AVENUE, ,10305,2,0,2,4000,1430,1910,257000,82836
4,JACKSON HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,1474,47, ,D4,"37-51 86 STREET, 1F", ,11372,0,0,0, -  , -  ,1955,75000,64413
4,JAMAICA HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,9860,40, ,D4,"84-50 169TH STREET, 508", ,11432,0,0,0, -  , -  ,1955,140000,65115
1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1586,43, ,D4,"520 EAST 90TH STREET, 1E", ,10128,0,0,0, -  , -  ,1942,715000,14335
3,BOROUGH PARK,01 ONE FAMILY DWELLINGS                    ,1,5450,77, ,A9,1819 49TH STREET, ,11204,1,0,1,2003,1389,1905,775000,28926
1,MURRAY HILL,10 COOPS - ELEVATOR APARTMENTS             ,2,894,1, ,D4,"67 PARK AVENUE, 8E", ,10016,0,0,0, -  , -  ,1922,595000,10100
4,WOODSIDE,29 COMMERCIAL GARAGES                      ,4,1321,43, ,G2,52-19 QUEENS BOULEVARD, ,11377,0,1,1,4000,4000,1939,2925000,76093
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1544,1038, ,R4,350 EAST 82ND STREET,4F,10028,1,0,1, -  , -  ,1998,780000,14698
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8141,28, ,B3,1021 REMSEN AVENUE, ,11236,2,0,2,2000,1530,1920,610650,32493
1,WASHINGTON HEIGHTS UPPER,10 COOPS - ELEVATOR APARTMENTS             ,2,2179,258, ,D4,"17 CHITTENDEN AVENUE, 5A", ,10033,0,0,0, -  , -  ,1939,596346,18154
2,BEDFORD PARK/NORWOOD,10 COOPS - ELEVATOR APARTMENTS             ,2,3313,69, ,D4,"3184 GRAND CONCOURSE, 2E", ,10458,0,0,0,0,0,1963,165000,18981
3,SHEEPSHEAD BAY,02 TWO FAMILY DWELLINGS                    ,1,7386,60, ,B3,2261 EAST 28 STREET, ,11229,2,0,2,2000,2200,1940,790000,46019
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1539,1576, ,R4,200 EAST 94TH   STREET,2911,10128,1,0,1, -  , -  ,1986,1291933,14637
2,WAKEFIELD,02 TWO FAMILY DWELLINGS                    ,1,5055,36, ,B3,1926 NEREID AVE, ,10466,2,0,2,2250,1264,1935,335000,24590
4,OZONE PARK,01 ONE FAMILY DWELLINGS                    ,1,9167,25, ,A1,106-32 97TH STREET, ,11417,1,0,1,2300,1120,1930,518000,68131
2,MORRISANIA/LONGWOOD,05 TAX CLASS 1 VACANT LAND                 ,1B,2692,79, ,V0,857 EAST 167 STREET, ,10459,0,0,0,3050,0,0,300000,21495
1,MURRAY HILL,13 CONDOS - ELEVATOR APARTMENTS            ,2,865,1020, ,R4,211 MADISON AVENUE,12B,10016,1,0,1, -  , -  ,1985,1244375,10260
4,BAYSIDE,04 TAX CLASS 1 CONDOS                      ,1A,5843,1009, ,R3,206-11 EMILY ROAD, ,11360,1,0,1, -  , -  ,0,668000,51471
2,WAKEFIELD,02 TWO FAMILY DWELLINGS                    ,1,5011,26, ,B3,1781 BUSSING AVENUE, ,10466,2,0,2,3016,1408,1920,410000,24562
3,BENSONHURST,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,6250,1005, ,R1,1927 78TH   STREET,2C,11214,1,0,1,0,0,2006,738000,28427
3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,1914,1702, ,R1,145 SKILLMAN STREET,2,11205,1,0,1,0,0,2012,583193,27746
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11126,58, ,A1,110-48 213 STREET, ,11429,1,0,1,3000,1142,1920,370000,68903
4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS                    ,1,6364,78, ,B3,132-32 58TH ROAD, ,11355,2,0,2,2500,1620,1920,990000,57114
5,MARINERS HARBOR,05 TAX CLASS 1 VACANT LAND                 ,1B,1198,105, ,V0,SIMONSON AVENUE, ,0,0,0,0,3192, -  ,0,330000,79743
4,SO. JAMAICA-BAISLEY PARK,02 TWO FAMILY DWELLINGS                    ,1,12015,66, ,B3,117-30 143RD STREET, ,11436,2,0,2,1866,1216,1940,548000,72116
1,MURRAY HILL,10 COOPS - ELEVATOR APARTMENTS             ,2,894,1, ,D4,"67 PARK AVENUE, 6D", ,10016,0,0,0, -  , -  ,1922,675000,10096
4,FLUSHING-SOUTH,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,6801,1109, ,R1,71-28 163 STREET,4B-PH,11365,1,0,1, -  , -  ,2005,417000,59984
1,UPPER WEST SIDE (59-79),45 CONDO HOTELS                            ,4,1138,1534, ,RH,155 WEST 66TH   STREET,52628,10023,0,0,1, -  , -  ,0,260000,16452
3,OCEAN PARKWAY-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,7108,153, ,B1,1938 OCEAN PARKWAY, ,11223,2,0,2,6000,3388,1925,2000000,43856
3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS                    ,1,1775,39, ,B1,186 TOMPKINS AVENUE, ,11206,2,0,2,1500,2400,1910,1250000,26799
5,CONCORD,01 ONE FAMILY DWELLINGS                    ,1,2897,93, ,A5,702 ELBE AVENUE, ,10304,1,0,1,888,1248,1987,6400,77401
3,WILLIAMSBURG-CENTRAL,04 TAX CLASS 1 CONDOS                      ,1C,2185,1103, ,R6,31 RODNEY STREET,3,11249,1,0,1,0,0,0,200000,47574
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1542,1185, ,R4,301 EAST 79TH   STREET,15 C,10075,1,0,1, -  , -  ,1974,895000,14663
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7670,2, ,C6,"67-47A 223RD PLACE, A", ,11364,0,0,0, -  , -  ,1949,265000,67847
1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1226,1104, ,R4,169 WEST 95TH   STREET,2A,10025,1,0,1, -  , -  ,1971,545990,17163
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,2223,20, ,D4,"108-48 70TH ROAD, 3H", ,11375,0,0,0, -  , -  ,1964,600000,60691
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1942,109, ,C0,51-17 103RD STREET, ,11368,3,0,3,1973,1598,1920,640000,53745
1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1845,1141, ,R4,300 CATHEDRAL PARKWAY,16A,10026,1,0,1, -  , -  ,1989,862500,7231
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1192, ,R4,30 PARK PLACE,57D,10007,1,0,1, -  , -  ,2008,4607581,1207
2,RIVERDALE,02 TWO FAMILY DWELLINGS                    ,1,5868,651, ,B1,5900 TYNDALL AVENUE, ,10471,2,0,2,6650,2988,1950,987000,22746
5,NEW BRIGHTON-ST. GEORGE,10 COOPS - ELEVATOR APARTMENTS             ,2,10,19, ,D4,"36 HAMILTON AVENUE, 5N", ,10301,0,0,0, -  , -  ,1963,71608,80325
1,HARLEM-CENTRAL,17 CONDO COOPS                             ,2,1902,1002, ,R9,"101 WEST 117 STREET, 5FS", ,10026,0,0,0, -  , -  ,2003,685000,5540
5,GRANT CITY,13 CONDOS - ELEVATOR APARTMENTS            ,2,3585,1082, ,R4,100 COLFAX AVENUE,1N,10306,1,0,1, -  , -  ,1961,125000,78140
3,BOROUGH PARK,02 TWO FAMILY DWELLINGS                    ,1,5688,24, ,B1,1046 56TH ST, ,11219,2,0,2,2304,3192,1899,1200000,29331
4,EAST ELMHURST,02 TWO FAMILY DWELLINGS                    ,1,1651,24, ,B3,25-36 HUMPHREY STREET, ,11369,2,0,2,1948,1409,1925,740000,54485
1,MURRAY HILL,13 CONDOS - ELEVATOR APARTMENTS            ,2,859,1242, ,R4,39 EAST 29,10B,10016,1,0,1, -  , -  ,2008,1595000,10200
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1335,22, ,D4,"45 TUDOR CITY PLACE, 1702", ,10017,0,0,0, -  , -  ,1927,320000,7763
2,BEDFORD PARK/NORWOOD,02 TWO FAMILY DWELLINGS                    ,1,3295,30, ,B2,262 EAST 197TH STREET, ,10458,2,0,2,2499,2827,1901,360000,18840
4,KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,3321,100, ,D4,"83-80 118 STREET, 3K", ,11415,0,0,0, -  , -  ,1939,130000,65263
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,1,4583,223, ,A1,122 TANGLEWOOD DRIVE, ,10308,1,0,1,3600,1496,1980,610000,78364
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS            ,2,40,1033, ,R4,10-46 JACKSON AVENUE,8C,11101,1,0,1, -  , -  ,2007,810500,66355
3,BEDFORD STUYVESANT,04 TAX CLASS 1 CONDOS                      ,1C,1806,1002, ,R6,499 QUINCY STREET,2,11221,1,0,1,0,0,2004,660844,27247
4,LITTLE NECK,09 COOPS - WALKUP APARTMENTS               ,2,8373,2, ,C6,"24905 64TH AVENUE, 1264", ,11362,0,0,0, -  , -  ,1952,280000,66086
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8282,1, ,B1,1384 EAST 99TH STREET, ,11236,2,0,2,2625,1875,1960,400000,32662
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,3179,20, ,D4,"68-20 SELFRIDGE STREET, 4B", ,11375,0,0,0, -  , -  ,1966,200000,60832
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5343,21, ,B2,1224 FAIRFAX AVENUE, ,10465,2,0,2,2375,1937,1915,575000,19809
4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15628,31, ,B2,17-19 NEW HAVEN AVENUE, ,11691,2,0,2,4473,2134,1996,595000,55554
1,UPPER EAST SIDE (59-79),09 COOPS - WALKUP APARTMENTS               ,2,1473,14, ,C6,"421 EAST 78TH   STREET, 1B", ,10075,0,0,0, -  , -  ,1910,310000,11789
4,FOREST HILLS,01 ONE FAMILY DWELLINGS                    ,1,2173,56, ,A5,108-17 66TH   AVENUE, ,11375,1,0,1,1800,1758,1940,787000,60057
4,FLUSHING-NORTH,13 CONDOS - ELEVATOR APARTMENTS            ,2,5066,1839, ,R4,131-05 40TH   ROAD,17M,11354,1,0,1, -  , -  ,2015,1019001,58403
1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2,771,73, ,C6,"264 WEST 22ND STREET, 10", ,10011,0,0,0, -  , -  ,1920,540000,313
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,656,13, ,A1,32-61 38TH STREET, ,11103,1,0,1,2000,1304,1920,163750,49618
5,TOTTENVILLE,02 TWO FAMILY DWELLINGS                    ,1,7841,33, ,B1,10 NANCY LANE, ,10307,2,0,2,9490,3880,1988,970000,83377
1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,1047,2457, ,R4,322 WEST 57TH   STREET,46K,10019,1,0,1, -  , -  ,1978,1100000,9470
3,FORT GREENE,02 TWO FAMILY DWELLINGS                    ,1,2074,45, ,B3,190 CLERMONT AVENUE, ,11205,2,0,2,1219,2752,1901,2500000,39382
2,WAKEFIELD,02 TWO FAMILY DWELLINGS                    ,1,5124,11, ,B2,4524 MONTICELLO, ,10466,2,0,2,2118,1532,1920,453625,24628
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9531,71, ,B2,104-23 108TH STREET, ,11419,2,0,2,2370,1952,1920,675000,70478
1,CLINTON,13 CONDOS - ELEVATOR APARTMENTS            , ,1073,1306, , ,520 WEST 45TH   STREET, ,0,0,0,0, -  , -  ,0,1781937,1695
4,CORONA,02 TWO FAMILY DWELLINGS                    ,1,1755,49, ,B3,34-76 112TH STREET, ,11368,2,0,2,2000,1328,1920,860000,53535
4,SUNNYSIDE,02 TWO FAMILY DWELLINGS                    ,1,205,9, ,B1,39-29 50TH AVENUE, ,11104,2,0,2,1863,2200,1940,935000,74598
4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS                    ,1,5283,84, ,B2,35-66 164TH STREET, ,11358,2,0,2,6000,2898,1925,1410000,56955
4,ROCKAWAY PARK,03 THREE FAMILY DWELLINGS                  ,1,16171,59, ,C0,157 BEACH 98TH STREET, ,11694,3,0,3,3150,2346,2000,525000,71179
1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1842,1002, ,R4,467 CENTRAL PARK WEST,1B,10025,1,0,1, -  , -  ,1929,865000,7217
3,SUNSET PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,924,1110, ,R1,765 43RD   STREET,5B,11232,1,0,1,0,0,2010,610000,47475
2,WOODLAWN,10 COOPS - ELEVATOR APARTMENTS             ,2,3363,58, ,D4,"4200 HERKIMER PLACE, 2B", ,10470,0,0,0,0,0,1967,190188,25331
1,HARLEM-EAST,07 RENTALS - WALKUP APARTMENTS             ,2B,1815,10, ,C4,515 EAST 118TH STREET, ,10035,8,0,8,1682,2394,1900,1825000,5790
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1114,61, ,D4,"44 WEST 62 ST, 7F", ,10023,0,0,0, -  , -  ,1974,770000,15152
3,GRAVESEND,22 STORE BUILDINGS                         ,4,6491,11, ,K6,1608 SHORE PARKWAY, ,11214,0,8,8,970000,285471,1957,224020,40561
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1552,1395, ,R4,389 EAST 89TH   STREET,18B,10128,1,0,1, -  , -  ,2002,1138098,14786
2,WOODLAWN,10 COOPS - ELEVATOR APARTMENTS             ,2,3398,97, ,D4,"4295 WEBSTER AVENUE, 1A", ,10470,0,0,0,0,0,1957,117000,25351
4,GLENDALE,02 TWO FAMILY DWELLINGS                    ,1,3895,73, ,B1,90-01 70TH   DRIVE, ,11375,2,0,2,2725,1760,1945,810000,61913
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3381,52, ,B2,1119 JEFFERSON AVE, ,11221,2,0,2,2000,2700,1905,994450,31532
1,GREENWICH VILLAGE-CENTRAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,569,1113, ,R4,18 EAST 12TH STREET,12A,10003,1,0,1, -  , -  ,1910,4585000,3947
4,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,1,12657,46, ,A2,119-21 201ST   STREET, ,11412,1,0,1,4000,978,1945,140000,74333
4,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,1,11044,81, ,A2,115-11 203RD   STREET, ,11412,1,0,1,4000,1290,1950,300000,74198
4,COLLEGE POINT,01 ONE FAMILY DWELLINGS                    ,1,4292,95, ,A2,119-21 28TH AVENUE, ,11354,1,0,1,1800,758,1930,599000,53081
3,SHEEPSHEAD BAY,08 RENTALS - ELEVATOR APARTMENTS           ,2,7397,34, ,D1,1245 AVENUE X,135,11235,135,0,135,32470,124636,1963,37000000,46270
3,CONEY ISLAND,10 COOPS - ELEVATOR APARTMENTS             ,2,7274,1, ,D4,"460 NEPTUNE AVENUE, 572", ,11224,0,0,0,0,0,1964,405000,33837
5,GRASMERE,01 ONE FAMILY DWELLINGS                    ,1,3172,18, ,A9,565 ODER AVENUE, ,10304,1,0,1,2600,1410,1960,610000,78218
1,WASHINGTON HEIGHTS LOWER,07 RENTALS - WALKUP APARTMENTS             ,2B,2117,21, ,C4,530 WEST 159 STREET, ,10032,10,0,10,2498,9685,1913,3900000,17885
1,KIPS BAY,43 CONDO OFFICE BUILDINGS                  ,4,936,2001, ,RB,343 EAST 30TH   STREET,L-PRO,10016,0,0,1, -  , -  ,1962,1126000,6694
2,HIGHBRIDGE/MORRIS HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,2867,47, ,D4,"1711 DAVIDSON AVENUE, 2I", ,10453,0,0,0,0,0,1928,33750,20327
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5841,34, ,A5,264 WAKEMAN PLACE, ,11220,1,0,1,845,892,1950,530000,25630
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,742,1108, ,R1,867 45TH   STREET,4B,11220,1,0,1,0,0,2014,342732,29946
2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,5743,2, ,D4,"2530 INDEPENDENCE AVENUE, 2C", ,10463,0,0,0,0,0,1961,340000,22881
2,PARKCHESTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,3937,4008, ,R4,1470 WEST AVENUE,2D,10462,1,0,1,0,0,0,128000,22044
1,TRIBECA,13 CONDOS - ELEVATOR APARTMENTS            ,2,215,1127, ,R4,415 GREENWICH STREET,4D,10013,1,0,1, -  , -  ,1913,3750000,11508
3,SHEEPSHEAD BAY,01 ONE FAMILY DWELLINGS                    ,1,8797,58, ,A2,2822 BROWN STREET, ,11235,1,0,1,3616,680,1920,305000,45949
5,PORT RICHMOND,02 TWO FAMILY DWELLINGS                    ,1,1050,104, ,B2,106 CATHERINE STREET, ,10302,2,0,2,2500,1656,1925,385000,81731
3,PROSPECT HEIGHTS,13 CONDOS - ELEVATOR APARTMENTS            ,2,1129,1039, ,R4,550 VANDERBILT AVENUE,311,11238,1,0,1,0,0,2015,585000,45505
4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15684,88, ,A1,29-10 FABER TERRACE, ,11691,1,0,1,2880,2080,2006,370000,55479
1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2,766,23, ,C6,"229 WEST 16TH STREET, 1D", ,10011,0,0,0, -  , -  ,1910,500000,303
1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2C,770,56, ,C6,"228 WEST 21 STREET, 5", ,10011,0,0,0, -  , -  ,1910,1625000,307
4,JACKSON HEIGHTS,03 THREE FAMILY DWELLINGS                  ,1,1128,35, ,C0,79-11 31ST   AVENUE, ,11370,3,0,3,2500,2052,1940,10,63859
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9200,14, ,B3,86-18 105TH   STREET, ,11418,2,0,2,5000,1915,1910,789000,70214
3,SHEEPSHEAD BAY,10 COOPS - ELEVATOR APARTMENTS             ,2,7392,1, ,D4,"2285 BRAGG STREET, 4B", ,11229,0,0,0,0,0,1953,1110,46325
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1723,27, ,C0,108-09 34TH   AVENUE, ,11368,3,0,3,2000,2012,1920,860000,53676
1,FASHION,10 COOPS - ELEVATOR APARTMENTS             ,2,837,40, ,D0,"372 FIFTH AVENUE, 4F", ,10001,0,0,0, -  , -  ,1928,1250000,1994
5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1557,24, ,B9,65 RICHARD LANE, ,10314,2,0,2,2850,2068,1980,639900,76888
3,BOROUGH PARK,22 STORE BUILDINGS                         ,4,5641,42, ,K4,4914 13TH AVENUE, ,11219,1,3,4,2000,4201,1930,1870000,30081
5,ROSSVILLE-CHARLESTON,01 ONE FAMILY DWELLINGS                    ,1,7306,7, ,A1,19 LUNDSTEN AVENUE, ,10309,1,0,1,4596,2150,2005,715000,82502
1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,818,59, ,D0,"14 WEST 17TH STREET, 7S", ,10011,0,0,0, -  , -  ,1906,2300000,2640
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1368,25, ,D4,"2 SUTTON PLACE SOUTH, 12G", ,10022,0,0,0, -  , -  ,1938,999000,8137
3,DYKER HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,6187,43, ,B1,1177 73RD   STREET, ,11228,2,0,2,2000,2030,1945,480000,36045
4,JACKSON HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,1435,47, ,A5,33-33 87TH   STREET, ,11372,1,0,1,3000,2051,1935,999000,63642
5,PORT IVORY,06 TAX CLASS 1 - OTHER                     ,1,1318,121, ,G0,62 HOLLAND AVENUE, ,10303,0,0,0,2625,600,1931,140000,81560
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,17,1313, ,R4,50 WEST STREET,35B,10006,1,0,1, -  , -  ,2014,2011043,2195
4,GLENDALE,03 THREE FAMILY DWELLINGS                  ,1,3597,5, ,C0,64-10 74TH AVENUE, ,11385,3,0,3,2000,3345,1925,900000,61923
1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1499,10, ,D4,"11 EAST 87TH STREET, 3A", ,10128,0,0,0, -  , -  ,1954,620000,13659
